time	text	annotator A	annotator B	annotator C	
12分钟前	我在这骂USERNAME傻子，应该没人看得到吧	1	1	1	
24分钟前	爷今天早上才开始准备六级，所以爷必过	1	1	1	
25分钟前	爷下午六级考不到500分，你biss，USERNAME你听到了马	1	1	1	
27分钟前	你就是我?日妈三公里跑了半个小时，你真是条懒狗!	1	1	1	
29分钟前	你就是爷？下午考六级？你必过	1	1	1	
32分钟前	你就是精神病人？你可真是个带聪明	1	1	1	
42分钟前	一群小杂总们在这留你嘛的言呢？不知道这里是爷的私人便池？你们也配在这留言？不撒泡尿照照自己？	1	1	1	
46分钟前	你就是我？10个阅读题错5个，还考个??六级？满脑子都是abandon	1	1	1	
6月14日 13:55	能不能把你的跟腱和韧带给勇士队啊	1	1	1	
6月14日 14:00	勇狗biss	1	1	1	
6月14日 13:55	川，晚上我能看看你的猛龙吗	1	1	1	
6月14日 13:55	你妈炸了狗东西	1	1	1	
6月14日 13:56	建议以后无内鬼环节转到	0	0	0	
6月14日 13:56	来打击田园女权了Gkd	0	1	1	
6月14日 13:58	南征北战嗷铁汁	0	0	0	
6月14日 13:56	一个??给女权捐一块钱维护女性权益从我做起	1	1	1	
6月14日 13:57	前天为什么删我评论，你看不起女权？	1	1	1	
6月14日 13:56	这是你？	0	0	0	
6月14日 13:56	今天教大家怎么破案嗷！	0	0	0	
6月14日 14:04	无内鬼	0	0	0	
6月14日 13:55	夺冠也是司马脸，爷真的佛啦	1	1	1	
6月14日 13:55	猛龙猛龙，猛龙猛龙	0	0	0	
6月14日 14:05	四海皆兄弟嗷	0	0	0	
6月14日 13:55	南征北战	0	0	0	
6月14日 13:56	发、正能量	0	0	0	
6月14日 13:58	就是你炒的？你妈biss	1	1	1	
6月14日 13:57	黑口罩USERNAME跳舞辣	0	0	0	
6月14日 13:55	女权第三期	0	0	0	
6月14日 13:56	无内鬼，发丶jio	0	0	0	
6月14日 14:21	南征北战新东西都没有女拳也是全取消⑧	0	0	0	
6月14日 13:55	有一说一，勇士真??鸣	0	0	0	
6月14日 13:55	无内鬼，发点重要江话	0	0	0	
6月14日 15:43	在此举报微博用户，实名USERNAME。此人曾因涉嫌传播邪教思想被平台封禁。其微博评论区长期涉及政治黄色反动等不良内容，严重影响网络环境，为弘扬社会主义核心价值观，望封禁此人微博！净化网络环境！	1	1	1	
6月14日 14:17	15年勇米：伤病是比赛的一部分19年勇米：要不是伤病俺们早夺冠了额	1	1	1	
6月14日 13:55	你发你妈呢	1	1	1	
6月14日 14:50	生活小妙招环节嗷	0	0	0	
6月14日 13:57	”猪抱怨饲料不好，狗埋怨待遇太低，驴谴责工作环境太差，你怎么办？“??“我要给猪换饲料，提高狗的工资，改善磨坊环境。“”不，你应该告诉他们外面有狼。“	0	0	0	
6月14日 14:25	你就是??？	0	0	0	
6月14日 13:56	就是你杀了rookie的亲马要搞死ig？	1	1	1	
6月14日 13:56	你妈和猛??一起死	1	1	1	
6月14日 14:02	果子狸诊所又开业了，各位屌癌自觉挂号排队	1	1	1	
6月14日 13:55	无内鬼，来点勇狗言论	1	1	1	
6月14日 13:55	开始联盟	0	0	0	
6月14日 13:56	恭喜库里！	0	0	0	
6月14日 14:10	希望追梦格林替杜烂特和汤扑森承受病痛	0	0	0	
6月14日 13:55	铁汁萌一人送给NBA总亚军金州勇士一句话	0	0	0	
6月14日 13:57	来点百万大游行	0	0	0	
6月14日 14:15	无内鬼发点泰勒斯威夫特youneedtocalmdown	0	0	0	
6月14日 16:03	把我们假期弄这么短对你有什么好处？	0	0	1	
6月14日 13:58	你就是史蒂夫孙尔教练？让杜烂铁伤都没好就上场？	0	0	0	
6月14日 15:15	侮辱日本？USERNAME你开心妈	1	1	1	
6月14日 14:02	无内鬼第二波	0	0	0	1
6月14日 13:55	兄弟萌！懂我意思？	0	0	0	
6月14日 13:56	我等来了夏天，却没等到你	0	0	0	
6月14日 13:55	无内鬼，发丶女权	0	0	0	
6月14日 20:58	家乡人の盛情款待	0	0	0	
6月14日 14:00	猛龙总冠军??	0	0	0	
6月14日 14:00	无内鬼，发点勇狗语录	1	1	1	
6月14日 13:57	你就是机器人？	0	0	0	
6月14日 14:03	这个是你吗	0	0	0	
6月14日 22:28	就是你觉得三押都太过单调？？？	0	0	0	
6月14日 13:58	开锁师傅（物理）	0	0	0	
6月14日 15:02	衣服收到了，很喜欢	0	0	0	
6月14日 13:57	南边战争[给力_旧]gkd	0	0	0	
6月14日 16:07	朝辞白帝彩云间，USERNAME存款减八千	1	1	1	
6月14日 14:33	解:∵USERNAME=狗，勇狗=狗;∴USERNAME=勇狗=狗;又∵USERNAME=死妈;∴勇狗=没妈;综上所述:勇狗biss;	1	1	1	
6月14日 14:10	无内鬼，发点快手老铁语录	0	0	0	
6月14日 20:22	USERNAME怎么在新说唱也是司马脸啊	1	1	1	
6月14日 14:34	大龙就是你打的？	0	0	0	
6月14日 13:57	这是你妈妈不	1	0	0	
6月14日 16:33	娘们唧唧的	1	1	1	
6月14日 14:45	来丶司马鲲	1	1	1	
6月14日 23:02	这个就是你吧？	0	0	0	
6月14日 13:56	南征北战嗷	0	0	0	
6月14日 13:55	雨女无瓜	0	0	0	
今天 02:15	你去参加新说唱了？	0	0	0	
6月14日 21:31	USERNAME删我评论？	1	1	1	
6月14日 13:56	猛??猛??打球像条虫	1	1	1	
6月14日 15:13	社会我USERNAME，狗怂话还多。吵架没输过，打架没赢过。内鬼听不懂，控评不用说。不会汪汪叫，只会呜呜呜。	1	1	1	
6月14日 14:24	无内鬼呢？	0	0	0	
6月14日 13:55	第九十六条伪造、变造或者使用伪造、变造的机动车登记证书、号牌、行驶证、驾驶证的，由公安机关交通管理部门予以收缴，扣留该机动车，处十五日以下拘留，并处二千元以上五千元以下罚款；构成犯罪的，依法追究刑事责任。	0	0	0	
6月14日 13:55	???内鬼	0	0	0	
6月14日 13:55	代笔东西	1	1	1	
6月14日 18:53	无内鬼，发丶HK新闻	0	0	0	
6月14日 13:59	这热度你也蹭?	1	1	1	
6月14日 13:57	抽一个勇狗送3个棺材	1	1	1	
6月14日 13:56	南征北战开始	0	0	0	
今天 00:25	你就是小鸭哥？你吼那么大声干嘛鸭	0	0	0	
6月14日 22:24	就是你恰烂钱恰到了爱奇艺？	1	1	1	
6月14日 15:02	无内鬼，发丶李云龙语录	0	0	0	
6月14日 14:53	呜呜呜，玩个大表哥2还被喷，R?素质堪忧	1	1	1	
6月14日 14:13	枯藤老树昏鸦，USERNAME没有马马	1	1	1	
6月14日 14:07	USERNAME你能说说过得fmvp的感言吗	0	0	0	
6月14日 14:02	无内鬼，发丶美脚	0	0	0	
6月14日 14:00	今晚你??USERNAME凡凡??????说??，还不去捧场，在这里猛????啥呢？gkdgkd	0	0	0	
6月14日 14:00	这是你写的书?	0	0	0	
6月14日 13:56	牛！！！！！	0	0	0	
6月14日 13:56	都快两点了你发你马血嗨呢？刚才被提醒该蹭一下热度了是吗？	1	1	1	
6月14日 13:55	在？？	0	0	0	
6月14日 17:57	我的好友朋友圈	0	0	0	
6月14日 23:00	就是你在现场把吴亦凡吓蒙逼了？一开始我有点不信，看你还会发emoji口臭我开始信了	1	1	1	
6月14日 15:23	我是一个保安，爱吃小熊饼干。上班为了下班，整天郁郁寡欢。月薪刚够三餐，裤衩烂了照穿。橡皮高不可攀，美女叫我憨憨。我是一个保安，坏人来了我砍。混吃等死上班，只为保你平安。每晚都会失眠，也会想想明天。往事不必留恋，明天还是保安。	0	0	0	
6月14日 14:01	昊龙昊龙昊龙昊龙	0	0	0	
6月14日 14:03	www.(????????)等宁来填！	0	0	0	
6月14日 13:55	无内鬼发点猛龙	0	0	0	
6月14日 21:53	南征北战的加	0	0	0	
6月14日 18:52	你不是带明星？	0	0	0	
6月14日 18:14	地域嗨玩腻了，来点国际嗨	0	0	0	
6月14日 15:54	欢迎大家进来分享艺术嗷	0	0	0	
6月14日 15:35	我从未忘记身为嗨粉的重要使命就是把USERNAME安排了，越来越多的新司机舔狗，爷看不下去了	1	1	1	
6月14日 15:08	无内鬼，来丶女权	0	0	0	
6月14日 14:31	USERNAME????	0	1	1	
6月14日 14:25	要是那年小卡没伤也不知道是谁在追寻三连冠了	0	0	0	
6月14日 14:21	我透你妈，USERNAME，就是你把杜兰特搞伤然后又搞伤汤普森？别人都说你没妈，原来我不信，现在我信了	1	1	1	
6月14日 13:56	你蹭你马的热度呢	1	1	1	
6月14日 19:28	你就是30年猛龙球迷？？	0	0	0	
6月14日 19:24	川哥，明天我要六级了，你能给监考老师磕个头吗？	1	1	1	
6月14日 19:19	无内鬼来点??酱	0	0	0	
6月14日 18:58	自己看主页??真的杀疯了	0	0	0	
6月14日 18:58	主页看腿，不信就算。没钱吃饭了	0	0	0	
6月14日 18:57	爷建议添加剑来环节，总管的书迷们来整活了	0	0	0	
6月14日 18:28	农民冠军队？USERNAME你可真有才[鼓掌]	0	0	0	
6月14日 18:01	铁憨憨！给老子爬！	0	0	0	
6月14日 17:52	在？就是你把美国的油船炸了？起初我还不信，现在我有丶相信了	1	1	1	
6月14日 17:36	新锐粉丝前来报道	0	0	0	
6月14日 17:30	就是你把南京书记的尸体火化了？	1	1	1	
6月14日 17:28	蹭尼玛的热度啊，你懂球？滚去恰屎吧	1	1	1	
6月14日 15:03	蹭nmp的热度啊憨批	1	1	1	
6月14日 14:58	你懂个锤子的篮球，跟风狗一个	1	1	1	
6月14日 14:51	您好，请问有什么可以帮您的？	0	0	0	
6月14日 14:48	南征北战??????	0	0	0	
6月14日 14:04	USERNAME8分钟就好了，真是个弟弟	1	1	1	
8分钟前	你说你妈呢	1	1	1	
13分钟前	就是你宣布暂缓修订逃犯条例？你可真是个????带善人	1	1	1	
35分钟前	USERNAMEUSERNAME猛龙USERNAME	0	0	0	
6月14日 13:37	USERNAME点赞，妻离子散	1	1	1	
6月14日 13:20	嘻哈教父、rap川成了熬	1	1	1	
6月14日 13:19	勇士总冠军	0	0	0	
今天 00:08	辣是针的六批，我最爱的USERNAME和痞哥强强联合重拳出击	0	0	0	
6月14日 13:49	你们不去嘉年华??搞粉丝聚会	0	0	0	
6月14日 17:30	USERNAME以及他的孝子们亲妈biss	1	1	1	
6月14日 14:22	蛙都产于江泽之中	0	0	0	
6月14日 16:34	tm的我巴不得USERNAME死	1	1	1	
6月14日 13:35	和谐发展	0	0	0	
6月14日 13:22	你说你马呢，滚	1	1	1	
6月14日 13:20	USERNAME丶你马的??	1	1	1	
6月12日 17:16	你配？	1	1	1	
6月12日 17:27	励志小故事环节嗷	0	0	0	
6月12日 17:22	你和成龙到底什么关系？	0	0	0	
6月12日 17:19	无内鬼仅存活2分钟	0	0	0	
6月12日 17:18	就是你开的直升机？	0	0	0	
6月12日 17:17	背带裤制作教程	0	0	0	
6月12日 23:44	USERNAME你瘦了奥	0	0	0	
6月12日 17:42	都没时实政治了吗	0	0	0	
6月13日 23:24	我智商本来180，路过荷兰被偷了160，智商只剩20的我本以为人生无望，结果我去了东百，那里的人都叫我小诸葛	0	0	0	
6月12日 17:17	宁也配？？	1	1	1	
6月12日 19:42	只有我一个人不喜欢USERNAME妈？	1	1	1	
6月14日 12:31	就是你给勇士叫的暂停害勇士吃t？你马必长命百岁嗷	1	1	1	
6月12日 17:17	您配吗	1	1	1	
6月14日 12:21	无内鬼，来点卡哇伊。	0	0	0	
6月13日 22:53	一个个都是复读机整不出新梗爷都要看了	0	0	0	
6月13日 14:41	如何评价？	0	0	0	
6月12日 17:38	生活小妙招[心]	0	0	0	
6月14日 00:10	今天厕所不开门吗？	0	0	0	
6月13日 11:22	回复的表态:昨天现场	0	0	0	
6月12日 23:36	您配吗宰种	1	1	1	
6月12日 17:42	你妈怀你两个月的时候，你爹的皮被挂在了门口的那株老槐树上……骗你的，其实门口没有老槐树，你也没有妈。	1	1	1	
6月12日 17:19	17点19痛失??内鬼	0	0	0	
6月12日 17:18	评论区一个个的又在搞黄色，大师兄上条微博才说正能量的的	0	0	0	
6月12日 17:17	你女儿都快被雷洛8养死了你还搁这臊皮呢？	1	1	1	
6月13日 20:19	一唱雄鸡天下白，USERNAME半身土里埋。	1	1	1	
6月12日 21:03	宁配妈就宁这种臭BB赶紧给爷爬	1	1	1	
6月12日 18:59	你听错了吧？不都是叫你少佐吗？	0	0	0	
6月12日 17:56	你明明在和我打游戏	0	0	0	
6月13日 18:56	哪位USERNAME有USERNAME吃柠檬酸的那副死吗脸的gif	1	1	1	
6月12日 17:24	发点屁屁来看	1	1	1	
6月12日 17:17	我寻思你不是少妈？	1	1	1	
6月12日 17:17	大概是因为侠普遍都没有双亲。	1	1	1	
6月12日 17:17	s?b	1	1	1	
6月12日 17:17	宁配吗！	1	1	1	
6月12日 17:17	只有我一个人喜欢USERNAME吗	0	0	0	
6月12日 17:17	宁配吗？	1	1	1	
6月12日 17:16	？你biss	1	1	1	
6月12日 17:16	接盘侠？	1	1	1	
6月14日 10:45	我来看看我是不是铁粉	0	0	0	
6月14日 08:51	发微博啊five？	1	1	1	
6月13日 11:55	你可真行??又把水儿搞上热搜了	0	0	0	
6月13日 10:46	今天很难过，带疝人你能不能跪下给我磕个头，叫声爷爷！	1	1	1	
6月12日 17:16	你也配？	1	1	1	
6月14日 12:36	你够资格吗？	1	1	1	
6月14日 11:52	从小我妈就教我善良，你不善良，你也没妈	1	1	1	
6月14日 11:51	今天庆祝猛龙总冠军，评论留下你的支付宝，每个人发10元	0	0	0	
6月14日 11:43	恭喜猛龙	0	0	0	
6月14日 11:31	高桥盾gck	0	0	0	
6月14日 11:05	发点推特账号，gkd	0	0	0	
6月14日 10:58	大家笑一笑就好呢？	0	0	0	
6月14日 10:17	USERNAME怎么还不发微博	0	0	0	
6月14日 09:29	天皇驾崩了	0	0	0	
6月14日 06:10	天皇我今天中考能不能保佑我一下	0	0	0	
6月14日 02:12	无内鬼必须冲	0	0	0	
6月13日 21:56	憨批还不发博	0	0	0	
6月13日 20:53	第一次评论	0	0	0	
6月13日 15:43	叫你马了个批	1	1	1	
6月13日 15:26	少侠少侠，几把发达。	1	1	1	
6月12日 20:52	你就是井盖下面那个人？	1	1	1	
6月12日 19:07	司马侠?	1	1	1	
6月12日 19:05	孤儿侠？	1	1	1	
6月12日 19:00	你就是少妈侠？	1	1	1	
6月12日 18:47	您配吗？	1	1	1	
6月12日 17:33	你少你马了个b？	1	1	1	
6月12日 17:21	你说你妈呢？	1	1	1	
6月12日 17:21	那宁可真是个弟弟	1	1	1	
6月12日 17:21	能不能尊重女性，东百人和果子狸	0	0	0	
6月12日 17:21	少侠少侠，亲妈跳崖	1	1	1	
6月12日 17:19	能不能尊重女性	0	0	0	
今天 08:33	n?m?s?l	1	1	1	
今天 08:33	r s n?m? 	1	1	1	
今天 08:33	n?m?b	1	1	1	
6月14日 19:42	司马少侠？	1	1	1	
6月14日 17:58	少侠？我寻思叫你卤蛋吧。	1	1	1	
6月12日 14:53	高老师呢，我要看高老师	0	0	0	
6月12日 14:28	要理解USERNAME，要恰饭的嘛	0	0	0	
6月13日 12:48	苗老师你还能接到广告？	0	0	0	
6月12日 14:31	USERNAME点赞，	0	0	0	
6月12日 16:09	自寻倒闭？	1	1	1	
6月12日 18:42	USERNAME点赞，亲妈加碳	1	1	1	
6月12日 15:28	狗粉丝们带什么流量？给爷我爪巴回狗??去	1	1	1	
6月12日 18:11	群里不要发一些银岁的东西乱发黄色群主可能会坐牢！大家绿色聊天吧（抽烟）	0	0	0	
6月12日 18:06	带粉真是又恶心又丢人呢	1	1	1	
6月12日 17:05	USERNAME点赞妻离子散。	1	1	1	
6月12日 17:11	USERNAME献祭亲妈点赞此条微博	1	1	1	
6月12日 17:04	你赞个鸡儿？	1	1	1	
6月12日 15:07	带头大哥在辣里？	0	0	0	
6月12日 14:37	就是你被USERNAME点赞了？你脏了	1	1	1	
6月12日 14:36	南征北战环节	0	0	0	
6月12日 14:27	天皇临幸	0	0	0	
6月13日 12:52	@·麻酱·	0	0	0	
6月13日 12:56	苗老师好，第一次知道	0	0	0	
6月13日 12:56	带粉聚集了？	0	0	0	
6月12日 23:37	USERNAME点赞，亲妈灿烂	1	1	1	
6月12日 14:41	？USERNAME点赞	0	0	0	
6月12日 14:30	这是个鸡八	1	1	1	
6月11日 16:14	你有没有羞耻心？都上家乡的新闻了！	1	1	1	
6月11日 14:31	USERNAME接受标^_^表扬??	0	0	0	
6月11日 14:33	大庭广众露一大块腹肌，你想害谁？暴徒？	0	0	1	
6月11日 14:32	为什么当众露出啊？	1	1	1	
6月11日 14:32	我得屌癌了，听说你会治能用嘴巴帮我口好妈	1	1	1	
6月11日 14:31	当代恶臭母狗行为典范2	1	1	1	
6月11日 14:31	难兄难弟	0	0	0	
6月11日 14:31	USERNAME能活到多少岁，就看你们有多少点赞了	1	1	1	
6月11日 14:33	《我有个批》	1	1	1	
6月11日 14:31	我??nmlgb	1	1	1	
6月11日 14:50	杀女权给爷冲	1	1	1	
6月11日 14:45	18cm?	1	1	1	
6月11日 14:32	直视我栽种	1	1	1	
6月11日 14:37	死肥猪	1	1	1	
6月11日 14:33	无内鬼，来淫诗作对，gkd	0	1	1	
6月11日 14:30	司马脸	1	1	1	
6月12日 06:12	公共场所赤身裸体搞黄色害有脸说正能量？男德修行8够爬回去重修	1	1	1	
6月11日 16:47	图一小帽子好可爱。蹲个链接wwww	0	0	0	
6月11日 14:43	这就是你的公司？以前他们说你是工地搬砖的我还??信，现在我有丶相信了。	1	1	1	
6月11日 14:33	你想当跳跳虎？	0	0	0	
6月11日 14:32	有无jojo？	0	0	0	
6月11日 14:58	正不正你自己心里没B?数妈?	1	1	1	
6月11日 14:48	md??肥的不行	1	1	1	
6月11日 14:31	什么奖励	0	0	0	
6月11日 14:30	你女儿要饿死了	1	1	1	
6月11日 14:30	南征北战开始！	0	0	0	
6月11日 17:49	滚啊，司马脸	1	1	1	
6月11日 15:52	这底下埋的是你还是你马	1	1	1	
6月11日 15:40	你就是这个甲？真够坏的呵呵	1	1	1	
6月11日 15:00	你这背后是谁？	0	0	0	
6月11日 14:31	来早了全是无内鬼	0	0	0	
6月13日 18:38	第二张图是截肢了，带明星身残志坚，真不愧是正能量网红	0	0	0	
6月12日 16:55	都口口声声说巴不得USERNAME死，现在这样在他微博里互动只能给他徒增热度。	1	1	1	
6月12日 16:37	孙小果的亲生父亲找到了微博@	1	1	1	
6月11日 19:08	用USERNAME十年寿命换杜兰特健康归来	1	1	1	
6月12日 08:59	骂别人之前想想你是不是已经是个恶臭博主了	1	1	1	
6月11日 15:00	好想上了你	1	1	1	
6月13日 09:22	我佛了，跟USERNAME戴了一样的眼镜	1	1	1	
6月12日 15:29	kkp？	1	1	1	
6月12日 15:26	在？你就是吊癌？	1	1	1	
6月12日 13:30	无内鬼，发点信号与系统	0	0	0	
6月12日 11:38	就是你让今天的二读延期了那你可真是个带恶人	1	1	1	
6月12日 08:10	就是你破译了我的steam？把我钱包的钱给?了？	0	0	0	
6月12日 07:54	早上一起床就刷到你这张司马脸，晦气！	1	1	1	
6月12日 02:09	马上要到6324条评论了	0	0	0	
6月11日 23:39	爷沙了你	1	1	1	
6月11日 17:55	铁粉？	0	0	0	
6月11日 17:30	你干的？	0	0	0	
6月11日 17:26	第一张跳跳??，第二张??，第三张双手提裤腰带看着全局，前面的人虽然背手自信怡然，但却一直提防着后面，暗示什么我就不用多说了吧。	0	0	0	
6月11日 16:42	老公你好帅啊	1	1	1	
6月11日 16:42	热评第一的实事要闻怎么给删了？USERNAME真的怕了，怂逼。	1	1	1	
6月11日 16:41	你和那只猪一起????的吗	1	1	1	
6月11日 16:32	你肥的跟尼玛一头猪一样	1	1	1	
6月11日 16:27	我佛了死猪肉	1	1	1	
6月11日 16:23	批肥子	1	1	1	
6月11日 16:22	南征北战，我来开战	0	0	0	
6月11日 16:16	你过得正能量，那对我们可不是什么好消息	0	0	0	
6月11日 16:05	为什么这个人的鸡8能拿矿泉水？	1	1	1	
6月11日 16:05	看，这里有沙壁	1	1	1	
6月11日 16:00	原来某人的粉丝都说直奔评论区，现在你的粉丝也是这样，你想造反吗	0	0	0	
6月11日 15:59	纯路人听别人说这个博主素质很高儒雅随和特地来看的	0	0	0	
6月11日 15:55	无内鬼，看看p	0	0	0	
6月11日 15:53	无内鬼来、鸡把	1	1	1	
6月11日 15:37	跟一根鸡脖???差别！	1	1	1	
6月11日 15:34	这次能不能发点鸡巴？	1	1	1	
6月11日 15:09	看看鸡	1	1	1	
今天 04:51	屁股敲的跟个锅盖头一样嗷。	1	1	1	
6月14日 19:05	好帅啊哥哥，我想挨你艹	1	1	1	
6月14日 16:14	你怎么还没死啊	1	1	1	
6月14日 14:06	有点可爱	0	0	0	
6月14日 11:30	你就是高桥盾？建议击毙	1	1	1	
6月14日 10:59	无内鬼来、推特关注	0	0	0	
6月10日 17:31	不想看逼照了南征北战gkd	1	1	1	
6月10日 18:00	在？看看J叭行吗？	1	1	1	
6月10日 21:37	请问我的狗是不是发情了	1	1	1	
6月10日 18:06	看你妈????的漫展?????hape	1	1	1	
6月11日 09:45	索然无味	0	0	0	
6月11日 07:52	7.13，USERNAME，哈肥不见不散嗷	0	0	0	
6月10日 17:31	全你妈无内鬼？搞点新意？这么饥渴？	1	1	1	
6月11日 10:27	就是你端了USERNAME的星援app？你可真是个带恶人	1	1	1	
6月11日 09:39	老子把你马的逼抠烂	1	1	1	
6月11日 09:38	我tony马	1	1	1	
6月11日 09:38	我透你马	1	1	1	
6月10日 19:18	你最近一个月恰了多少烂钱？还不直播，当自己是带明星嗷	1	1	1	
6月10日 19:18	你个怂货！	1	1	1	
6月11日 13:17	USERNAME??去绵阳网警微博下面救救他他快被女权??师??杀疯??	1	1	1	
6月10日 21:09	进爷主页看，没鬼图奥利给	0	0	0	
6月11日 00:40	就是你害得宝蓝不能上场导致ig全员心态爆炸？以前我以为你只是个憨批不会干这种丧尽天良的事没想到今天你偷了理疗床导致ig被v5干爆了我现在有丶怀疑了	1	1	1	
6月11日 00:29	你们到现在都没攻陷，爷有丶失望	0	0	0	
6月11日 00:04	你就是境外势力?	0	0	0	
6月10日 23:33	不管管你的弟弟？	1	1	1	
6月10日 22:51	司马脸呢？	1	1	1	
6月11日 08:22	你就是司马USERNAME？？	1	1	1	
6月10日 17:45	呕USERNAME发的一律不看	1	1	1	
6月10日 22:27	女权死一车妈	1	1	1	
6月10日 22:22	透就完事了，你还发什么微博掩护？	1	1	1	
6月10日 22:08	你就是大师兄的铁粉？我说你为什么叫带带大师兄，现在证据确??了吧	0	0	0	
6月10日 22:00	就是你开发了《赛博朋克2077》?你可真是带善人	1	1	1	
6月10日 21:51	USERNAME你去吗我可以跟你一起去吗	0	0	0	
6月10日 21:08	你个铁憨憨	0	0	0	
6月10日 20:32	无内鬼，来点直播app	0	0	0	
6月10日 20:30	kk铁粉	0	0	0	
6月10日 19:49	来点老江湖语录	0	0	0	
6月10日 19:46	无内鬼，爆破	0	0	0	
6月10日 19:29	欣赏不来二次元这种文化…	0	0	0	
6月10日 19:23	在？骂骂勇狗	1	1	1	
6月10日 19:10	天天恰饭，一个月35万了还不够吗	0	0	0	
6月10日 18:34	牛逼了嗷	0	0	0	
6月11日 14:01	Nmslgkd	1	1	1	
6月11日 13:44	USERNAME们嘴臭爷一下	1	1	1	
2018/8/3 10:18	我...看不懂你们啥意思？？	0	0	0	
2018/6/24 13:32	。。。。。。	0	0	0	
2018/5/1 15:47	dede	0	0	0	
2018/3/3 16:27	有人在玩吗？	0	0	0	
2018/2/26 22:15	好慢呀！	0	0	0	
2018/2/5 22:37	不能存桌面啊	0	0	0	
2018/1/29 23:30	，，，	0	0	0	
2016/10/19 20:07	宝贝就和介绍的一样	0	0	0	
2016/8/29 11:00	错过怎么办哭哭	0	0	0	
2016/8/29 11:00	我觉得都好看	0	0	0	
2016/8/29 11:00	可以可以	0	0	0	
2016/8/29 11:00	还有就是染发颜色哪里可以买到颜色好好看	0	0	0	
2016/8/29 11:00	哪天把你的口红弄个合集	0	0	0	
2016/8/29 11:00	我短发拉不好	0	0	0	
2016/8/29 11:00	短发多长时间剪一次啊	0	0	0	
2016/8/29 11:00	好好好好！真的剪的好棒！	0	0	0	
2016/8/29 11:00	我也想	0	0	0	
2016/8/29 11:00	好好好	0	0	0	
2016/8/29 10:59	好的等你直播	0	0	0	
2016/8/29 10:59	哈哈哈哈挺好	0	0	0	
2016/8/29 10:59	不理我我走了	0	0	0	
2016/8/29 10:58	就是说毛孔粗大是能恢复的吗毛孔粗大又出油真的绝望	0	0	0	
6月8日 20:30	跪下认错	0	0	0	
6月8日 20:31	全网我最尊重女性，请以我为榜样！	0	0	0	
6月8日 20:37	你微博只有死人	1	1	1	
6月8日 20:28	博主看不起女性？	0	1	1	
6月8日 20:28	盘点数码宝贝各boss被击败瞬间.	0	0	0	
6月8日 20:30	难道不是你的司马脸把人家吓哭的吗？	1	1	1	
6月8日 20:29	真当自己是带明星了？	1	1	1	
6月8日 23:18	公开侮辱女性?宁这是什么意思?太丢脸了嗷还不快赔礼道歉	1	1	1	
6月8日 20:41	我可去你妈吧，自己的司马脸吓到了人家小改改就直说，为什么要让爷萌背锅？你就是这样孝顺爷的？爬！	1	1	1	
6月8日 20:31	你现在喜欢透男人了？	1	1	1	
6月8日 20:37	有道是漫展何处是孙犬？油腻圆头司马脸。即使脸上随和现，背地依旧恰烂钱。曾经女人叫雪娟，不耐寂寞失八千。被窝手冲在夜间，却想混入二刺猿	1	1	1	
6月8日 20:31	母狗在跟你合作时就知道或应当知道自己招惹了什么群体，不能主张自己是善意的行为人。不然亲妈biss。	1	1	1	
6月8日 20:38	你自己对女生做了自己心里没数？还要怪我们？日本人你怎么这么狡猾？	1	1	1	
6月9日 20:21	就是你在女权微博下鼓动辱骂共青团？？你可真是个带恶人	1	1	1	
6月9日 14:31	你妈的成天给人p遗照	1	1	1	
6月9日 13:17	顶我上去	0	0	0	
6月10日 08:05	实锤了，臭不要脸的	1	1	1	
6月8日 20:29	抽象tv	0	0	0	
6月8日 20:29	就是你。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。我有丶怀疑了	0	0	0	
6月8日 20:29	笑惨了	0	0	0	
6月8日 20:28	你也算男人？	1	1	1	
6月8日 20:28	那最好是	0	0	0	
6月10日 14:33	透就完事了拍啥照。对吧USERNAME。	1	1	1	
6月10日 15:47	Nmslcnmd	1	1	1	
6月10日 15:05	害8发微博，宁妈没了	1	1	1	
6月8日 20:28	你说你妈呢弟弟	1	1	1	
6月9日 21:58	还不发博你masl	1	1	1	
6月11日 06:33	你这么这个亚子？	0	0	0	
6月10日 17:24	说到做到嗷	0	0	0	
6月10日 16:35	女菩萨微博→???????	0	0	0	
6月10日 16:21	开始扯到尼哥啦，种族主义冲冲冲，又接白人洋爹新单子了？？？	1	1	1	
6月10日 10:54	同性恋s妈	1	1	1	
6月10日 10:16	游乐王子？	0	0	0	
6月10日 09:38	还女孩子??，也不看看逼都黑成什么狗样了	1	1	1	
6月9日 16:59	装你妈明星呢	1	1	1	
6月9日 11:50	最经典的南北环节哪去了？1	0	0	0	
6月9日 00:01	吓哭的人不是你吗	1	1	1	
6月6日 20:48	一想到黑泽良平的臭棒子蠕到USERNAME的p里，我就很想哭??????	1	1	1	
6月8日 20:21	你妈批，????刚整理的女权??账号，让你给删了	1	1	1	
6月8日 20:17	在？为什么删	0	0	0	
6月8日 20:17	删你妈呢操	1	1	1	
6月8日 00:02	祝广大考生成绩一年更比一年高	0	0	0	
6月7日 18:27	我是铁粉吗	0	0	0	
6月6日 20:38	该你几巴事？脑残？	1	1	1	
6月6日 20:26	你算什么东西？	1	1	1	
6月6日 20:24	果然是你，看到图的时候我还不敢相信！	0	0	0	
6月6日 20:24	一个月后新闻爆出，原来USERNAME的真爱是？	0	0	0	
